id,name,product_type,description,monthly_sales
2167,USB Mouse Pro,Electronics,Wired USB mouse with high precision. Pro model – batch 164.,355
2168,Laptop Stand Compact,Accessories,Adjustable ergonomic laptop stand. Compact model – batch 165.,472
2169,Laptop Stand Premium,Accessories,Adjustable ergonomic laptop stand. Premium model – batch 166.,403
2170,Algorithms Book Plus,Book,Introduction to algorithms and programming logic. Plus model – batch 167.,250
2171,Python Book Compact,Book,Learn Python from beginner to advanced. Compact model – batch 168.,65
2172,USB Mouse Premium,Electronics,Wired USB mouse with high precision. Premium model – batch 169.,269
2173,Blue Pen Advanced,Stationery,Blue ballpoint pen. Advanced model – batch 170.,251
2174,Laptop i5 Premium,Electronics,Laptop with Intel i5 processor and SSD. Premium model – batch 171.,337
2175,Algorithms Book Premium,Book,Introduction to algorithms and programming logic. Premium model – batch 172.,7
2176,Django Book Compact,Book,Web development with Django. Compact model – batch 173.,13
2177,Laptop i5 Pro,Electronics,Laptop with Intel i5 processor and SSD. Pro model – batch 174.,95
2178,Laptop Backpack Compact,Accessories,Durable backpack for up to 15-inch laptops. Compact model – batch 175.,354
2179,HDMI Cable USB-C,Accessories,High-speed HDMI 2.0 cable. USB-C model – batch 176.,98
2180,Laptop Backpack Wireless,Accessories,Durable backpack for up to 15-inch laptops. Wireless model – batch 177.,137
2181,ATX Power Supply 600W Wireless,Electronics,600W certified power supply. Wireless model – batch 178.,50
2182,Algorithms Book Wireless,Book,Introduction to algorithms and programming logic. Wireless model – batch 179.,226
2183,University Notebook USB-C,Stationery,Notebook with 200 pages. USB-C model – batch 180.,42
2184,Laptop i5 Advanced,Electronics,Laptop with Intel i5 processor and SSD. Advanced model – batch 181.,349
2185,Blue Pen Pro,Stationery,Blue ballpoint pen. Pro model – batch 182.,222
2186,24 Inch Monitor Compact,Electronics,Full HD monitor for work and gaming. Compact model – batch 183.,411
2187,Full HD Webcam Advanced,Electronics,1080p webcam for video conferencing. Advanced model – batch 184.,447
2188,Bluetooth Headphones Standard,Electronics,Wireless headphones with noise cancellation. Standard model – batch 185.,26
2189,Python Book Pro,Book,Learn Python from beginner to advanced. Pro model – batch 186.,7
2190,Clean Code Book Premium,Book,Best practices for clean and maintainable code. Premium model – batch 187.,476
2191,Laptop Backpack Advanced,Accessories,Durable backpack for up to 15-inch laptops. Advanced model – batch 188.,467
2192,Blue Pen Advanced,Stationery,Blue ballpoint pen. Advanced model – batch 189.,255
2193,Laptop Backpack Plus,Accessories,Durable backpack for up to 15-inch laptops. Plus model – batch 190.,431
2194,Laptop i5 USB-C,Electronics,Laptop with Intel i5 processor and SSD. USB-C model – batch 191.,136
2195,Clean Code Book Wireless,Book,Best practices for clean and maintainable code. Wireless model – batch 192.,194
2196,External Hard Drive 1TB Pro,Electronics,Portable 1TB external storage. Pro model – batch 193.,108
2197,Blue Pen Wireless,Stationery,Blue ballpoint pen. Wireless model – batch 194.,266
2198,Laptop i5 Wireless,Electronics,Laptop with Intel i5 processor and SSD. Wireless model – batch 195.,314
2199,HDMI Cable USB-C,Accessories,High-speed HDMI 2.0 cable. USB-C model – batch 196.,322
2200,Blue Pen Advanced,Stationery,Blue ballpoint pen. Advanced model – batch 197.,71
2201,Full HD Webcam Wireless,Electronics,1080p webcam for video conferencing. Wireless model – batch 198.,124
2202,Algorithms Book Advanced,Book,Introduction to algorithms and programming logic. Advanced model – batch 199.,317
2203,External Hard Drive 1TB Wireless,Electronics,Portable 1TB external storage. Wireless model – batch 200.,480
2204,Gaming Mousepad USB-C,Accessories,Large mousepad with non-slip base. USB-C model – batch 201.,262
2205,Full HD Webcam Wireless,Electronics,1080p webcam for video conferencing. Wireless model – batch 202.,420
2206,24 Inch Monitor Advanced,Electronics,Full HD monitor for work and gaming. Advanced model – batch 203.,122
2207,Django Book Pro,Book,Web development with Django. Pro model – batch 204.,167
2208,Bluetooth Headphones Compact,Electronics,Wireless headphones with noise cancellation. Compact model – batch 205.,158
2209,Gaming Mousepad Standard,Accessories,Large mousepad with non-slip base. Standard model – batch 206.,443
2210,Full HD Webcam Wireless,Electronics,1080p webcam for video conferencing. Wireless model – batch 207.,117
2211,Django Book Premium,Book,Web development with Django. Premium model – batch 208.,149
2212,External Hard Drive 1TB Wireless,Electronics,Portable 1TB external storage. Wireless model – batch 209.,294
2213,USB Flash Drive 64GB Plus,Electronics,USB 3.0 flash drive with 64GB capacity. Plus model – batch 210.,401
2214,Gaming Mousepad Compact,Accessories,Large mousepad with non-slip base. Compact model – batch 211.,222
2215,ATX Power Supply 600W Pro,Electronics,600W certified power supply. Pro model – batch 212.,247
2216,Laptop Stand Advanced,Accessories,Adjustable ergonomic laptop stand. Advanced model – batch 213.,19
2217,Django Book Standard,Book,Web development with Django. Standard model – batch 214.,23
2218,Django Book Premium,Book,Web development with Django. Premium model – batch 215.,328
2219,Laptop Backpack USB-C,Accessories,Durable backpack for up to 15-inch laptops. USB-C model – batch 216.,302
2220,University Notebook Compact,Stationery,Notebook with 200 pages. Compact model – batch 217.,416
2221,Full HD Webcam Premium,Electronics,1080p webcam for video conferencing. Premium model – batch 218.,227
2222,ATX Power Supply 600W Compact,Electronics,600W certified power supply. Compact model – batch 219.,273
2223,24 Inch Monitor Premium,Electronics,Full HD monitor for work and gaming. Premium model – batch 220.,307
2224,External Hard Drive 1TB Standard,Electronics,Portable 1TB external storage. Standard model – batch 221.,409
2225,HDMI Cable Wireless,Accessories,High-speed HDMI 2.0 cable. Wireless model – batch 222.,421
2226,Full HD Webcam Advanced,Electronics,1080p webcam for video conferencing. Advanced model – batch 223.,481
2227,HDMI Cable Wireless,Accessories,High-speed HDMI 2.0 cable. Wireless model – batch 224.,472
2228,USB Flash Drive 64GB Plus,Electronics,USB 3.0 flash drive with 64GB capacity. Plus model – batch 225.,202
2229,Laptop Backpack Plus,Accessories,Durable backpack for up to 15-inch laptops. Plus model – batch 226.,181
2230,USB Flash Drive 64GB Premium,Electronics,USB 3.0 flash drive with 64GB capacity. Premium model – batch 227.,51
2231,Laptop Backpack Advanced,Accessories,Durable backpack for up to 15-inch laptops. Advanced model – batch 228.,443
2232,Bluetooth Headphones Wireless,Electronics,Wireless headphones with noise cancellation. Wireless model – batch 229.,164
2233,Gaming Mousepad Wireless,Accessories,Large mousepad with non-slip base. Wireless model – batch 230.,376
2234,Laptop i5 Advanced,Electronics,Laptop with Intel i5 processor and SSD. Advanced model – batch 231.,253
2235,Clean Code Book Plus,Book,Best practices for clean and maintainable code. Plus model – batch 232.,31
2236,Multifunction Printer Plus,Electronics,Printer with scanner and copier. Plus model – batch 233.,188
2237,Laptop Backpack Advanced,Accessories,Durable backpack for up to 15-inch laptops. Advanced model – batch 234.,492
2238,External Hard Drive 1TB Plus,Electronics,Portable 1TB external storage. Plus model – batch 235.,42
2239,Algorithms Book Advanced,Book,Introduction to algorithms and programming logic. Advanced model – batch 236.,450
2240,Python Book Pro,Book,Learn Python from beginner to advanced. Pro model – batch 237.,289
2241,24 Inch Monitor Standard,Electronics,Full HD monitor for work and gaming. Standard model – batch 238.,98
2242,External Hard Drive 1TB Advanced,Electronics,Portable 1TB external storage. Advanced model – batch 239.,35
2243,Mechanical Keyboard Compact,Electronics,Mechanical keyboard with blue switches. Compact model – batch 240.,103
2244,Multifunction Printer Advanced,Electronics,Printer with scanner and copier. Advanced model – batch 241.,477
2245,Clean Code Book Plus,Book,Best practices for clean and maintainable code. Plus model – batch 242.,439
2246,24 Inch Monitor Compact,Electronics,Full HD monitor for work and gaming. Compact model – batch 243.,330
2247,Algorithms Book Standard,Book,Introduction to algorithms and programming logic. Standard model – batch 244.,321
2248,Gaming Mousepad Wireless,Accessories,Large mousepad with non-slip base. Wireless model – batch 245.,116
2249,24 Inch Monitor USB-C,Electronics,Full HD monitor for work and gaming. USB-C model – batch 246.,78
2250,Laptop i5 Compact,Electronics,Laptop with Intel i5 processor and SSD. Compact model – batch 247.,396
2251,Blue Pen Compact,Stationery,Blue ballpoint pen. Compact model – batch 248.,398
2252,Algorithms Book Advanced,Book,Introduction to algorithms and programming logic. Advanced model – batch 249.,491
2253,Laptop Stand Premium,Accessories,Adjustable ergonomic laptop stand. Premium model – batch 250.,308
2254,Django Book Premium,Book,Web development with Django. Premium model – batch 251.,294
2255,Algorithms Book Premium,Book,Introduction to algorithms and programming logic. Premium model – batch 252.,404
2256,Bluetooth Headphones Wireless,Electronics,Wireless headphones with noise cancellation. Wireless model – batch 253.,257
2257,External Hard Drive 1TB Compact,Electronics,Portable 1TB external storage. Compact model – batch 254.,70
2258,ATX Power Supply 600W Standard,Electronics,600W certified power supply. Standard model – batch 255.,292
2259,24 Inch Monitor USB-C,Electronics,Full HD monitor for work and gaming. USB-C model – batch 256.,380
2260,Python Book USB-C,Book,Learn Python from beginner to advanced. USB-C model – batch 257.,132
2261,University Notebook Wireless,Stationery,Notebook with 200 pages. Wireless model – batch 258.,191
2262,ATX Power Supply 600W Compact,Electronics,600W certified power supply. Compact model – batch 259.,365
2263,External Hard Drive 1TB Standard,Electronics,Portable 1TB external storage. Standard model – batch 260.,459
2264,Django Book Advanced,Book,Web development with Django. Advanced model – batch 261.,152
2265,University Notebook Pro,Stationery,Notebook with 200 pages. Pro model – batch 262.,413
2266,Mechanical Keyboard Wireless,Electronics,Mechanical keyboard with blue switches. Wireless model – batch 263.,444
2267,Python Book USB-C,Book,Learn Python from beginner to advanced. USB-C model – batch 264.,329
2268,External Hard Drive 1TB Compact,Electronics,Portable 1TB external storage. Compact model – batch 265.,118
2269,Laptop i5 USB-C,Electronics,Laptop with Intel i5 processor and SSD. USB-C model – batch 266.,118
2270,HDMI Cable Advanced,Accessories,High-speed HDMI 2.0 cable. Advanced model – batch 267.,59
2271,Bluetooth Headphones Wireless,Electronics,Wireless headphones with noise cancellation. Wireless model – batch 268.,202
2272,Clean Code Book Pro,Book,Best practices for clean and maintainable code. Pro model – batch 269.,70
2273,Multifunction Printer Premium,Electronics,Printer with scanner and copier. Premium model – batch 270.,217
2274,Python Book Compact,Book,Learn Python from beginner to advanced. Compact model – batch 271.,319
2275,University Notebook Pro,Stationery,Notebook with 200 pages. Pro model – batch 272.,24
2276,USB Mouse Advanced,Electronics,Wired USB mouse with high precision. Advanced model – batch 273.,384
2277,24 Inch Monitor USB-C,Electronics,Full HD monitor for work and gaming. USB-C model – batch 274.,488
2278,Laptop i5 Compact,Electronics,Laptop with Intel i5 processor and SSD. Compact model – batch 275.,215
2279,HDMI Cable Standard,Accessories,High-speed HDMI 2.0 cable. Standard model – batch 276.,484
2280,Laptop i5 Advanced,Electronics,Laptop with Intel i5 processor and SSD. Advanced model – batch 277.,93
2281,ATX Power Supply 600W Compact,Electronics,600W certified power supply. Compact model – batch 278.,186
2282,Multifunction Printer USB-C,Electronics,Printer with scanner and copier. USB-C model – batch 279.,38
2283,External Hard Drive 1TB Pro,Electronics,Portable 1TB external storage. Pro model – batch 280.,351
2284,Python Book Advanced,Book,Learn Python from beginner to advanced. Advanced model – batch 281.,274
2285,Blue Pen Standard,Stationery,Blue ballpoint pen. Standard model – batch 282.,310
2286,Laptop Backpack Advanced,Accessories,Durable backpack for up to 15-inch laptops. Advanced model – batch 283.,358
2287,HDMI Cable Plus,Accessories,High-speed HDMI 2.0 cable. Plus model – batch 284.,75
2288,Laptop i5 Premium,Electronics,Laptop with Intel i5 processor and SSD. Premium model – batch 285.,7
2289,Gaming Mousepad Plus,Accessories,Large mousepad with non-slip base. Plus model – batch 286.,221
2290,USB Mouse Wireless,Electronics,Wired USB mouse with high precision. Wireless model – batch 287.,430
